pdf_file,csv_paper,csv_rating,scan_candidate,match_tier,pattern_name,page,context_snippet
AbuGhanem - 2024 - Google Quantum AI's Quest for Error-Corrected Quantum Computers.pdf,AbuGhanem,partial,yes,strong,github-url,40,"-Programmable Gaussian Bo- eon-processors.html, accessed September 21, (2024). son Sampling Using Stimulated Squeezed Light, arXiv [516] qism,https://github.com/quantumlib/qsim,accessed preprint arXiv:2106.15534v2 (2021). September 21, (2024). [504] L. S. Madsen, F. Laudenbach, M. F. Askarani, F. [517] L. K. Grover, Quantum mechanics"
AbuGhanem - 2024 - Google Quantum AI's Quest for Error-Corrected Quantum Computers.pdf,AbuGhanem,partial,yes,strong,zenodo,40,"tageviahigh-dimensionalgaussianbosonsampling,Sci. arXiv:2406.16018, (2024). Adv. 8, eabi7894 (2022). [519] Quantum AI team and collaborators, ReCirq, Zenodo, [506] Kishor Bharti, Alba Cervera-Lierta, Thi Ha Kyaw, (Oct. 2020) Available: https://doi.org/10.5281/ze Tobias Haug, Sumner Alperin-Lea, Abhinav An"
AbuGhanem - 2024 - Google Quantum AI's Quest for Error-Corrected Quantum Computers.pdf,AbuGhanem,partial,yes,strong,doi-link,25,"FabioAltomare,SergioBoixo, eigenstate order on a quantum processor. Nature 601, PaulBunyk,NeilDickson,CEnderud,JeremyPHilton, 531-536 (2022). https://doi.org/10.1038/s41586-0 Emile Hoskinson, Mark W Johnson, Eric Ladizinsky, 21-04257-w Nicholas Ladizinsky, Richard Neufeld, Travis Oh, Ilya [37] X. Mi et al. Noise-resilient"
AbuGhanem - 2024 - Google Quantum AI's Quest for Error-Corrected Quantum Computers.pdf,AbuGhanem,partial,yes,strong,doi-link,28,"r teraction representation, Quantum Sci. Technol. 3 (1), superconducting quantum computers, Elsevier, SSRN, 015006, (2017). 4726035 (2024). http://dx.doi.org/10.2139/ssrn.47 [127] CM Quintana, Yu Chen, Daniel Sank, AG Petukhov, 26035 TC White, Dvir Kafri, Ben Chiaro, Anthony Megrant, [141] M. AbuGhanem, Full quantum proce"
AbuGhanem - 2024 - Google Quantum AI's Quest for Error-Corrected Quantum Computers.pdf,AbuGhanem,partial,yes,strong,doi-link,29,"even,Forfixedcontrol NATO Advanced Study Institutes Series, vol 74. parameters the quantum approximate optimization al- Springer, Boston, MA. https://doi.org/10.1007/ gorithm’sobjectivefunctionvalueconcentratesfortyp- 978-1-4613-3350-0_5. icalinstances,arXivpreprintarXiv:1812.04170,(2018). [180] RamiBarends,CMQuint"
AbuGhanem - 2024 - Google Quantum AI's Quest for Error-Corrected Quantum Computers.pdf,AbuGhanem,partial,yes,strong,doi-link,33,". Lecture Notes in Computer tures and opportunities, PRX Quantum 2 (1), 017003 Science, vol 85. Springer, Berlin, Heidelberg. (1980). (2021). https://doi.org/10.1007/3-540-10003-2_104. [292] Andrea Skolik, Jarrod R McClean, Masoud Mohseni, [273] M. AbuGhanem, A Toffoli Gate Decomposition via PatrickvanderSmagt,MartinLeib,Layerwisele"
AbuGhanem - 2024 - Google Quantum AI's Quest for Error-Corrected Quantum Computers.pdf,AbuGhanem,partial,yes,strong,doi-link,36,"classical string, arXiv preprint utility of quantum computing before fault tolerance.” arXiv:2207.05089, (2022). Nature 618, 500-505 (2023). https://doi.org/10.103 [364] Kevin C Miao et al. Overcoming leakage in scal- 8/s41586-023-06096-3 able quantum error correction, arXiv preprint [385] Kevin C Miao et al., O"
AbuGhanem - 2024 - Google Quantum AI's Quest for Error-Corrected Quantum Computers.pdf,AbuGhanem,partial,yes,strong,doi-link,36,"al. Optimizing quantum gates key milestone by reducing errors. Nature (22 February towards the scale of logical qubits, arXiv preprint 2023) https://doi.org/10.1038/d41586-023-00536 arXiv:2308.02321, (2023). -w, accessed September 22, (2024). [391] J. Mutus, T. White, R. Barends, Y. Chen, Z. Chen, B. [369] Knill, E., Laflamme, R."
AbuGhanem - 2024 - Google Quantum AI's Quest for Error-Corrected Quantum Computers.pdf,AbuGhanem,partial,yes,strong,doi-link,39,"in-Yuan Huang, John Preskill, Leo IBM’s quantum computer, Elsevier, SSRN 4299338 Zhou, Local minima in quantum systems, Proceedings (2023). http://dx.doi.org/10.2139/ssrn.4299338 of the 56th Annual ACM Symposium on Theory of [487] Ayral,T.,Besserve,P.,Lacroix,D.etal.Quantumcom- Computing, 1323-1330, (2024). puting with and for"
AbuGhanem - 2024 - Google Quantum AI's Quest for Error-Corrected Quantum Computers.pdf,AbuGhanem,partial,yes,strong,doi-link,40,"ne Google’s New [507] Quantum AI team and collaborators, Cirq, Zendodo, Quantum Processor, Google Quantum AI Lab, (2018). (May 2024) Available: https:doi.org/10.5281/zeno [495] Quantum Computer Datasheet, Google Quantum AI, do.4062499. Accessed August 15 (2024). (May 14, 2021). Available at https://quantumai.goog [508]"
AbuGhanem - 2024 - Google Quantum AI's Quest for Error-Corrected Quantum Computers.pdf,AbuGhanem,partial,yes,strong,doi-link,40,", N. P. Sawaya, A. Aspuru-Guzik, Annual ACM Symposium on Theory of Computing, pp. ”qHiPSTER:TheQuantumHighPerformanceSoftware 333-342 (2011). https://doi.org/10.1145/1993636. Testing Environment”, arXiv:1601.07195 (2016). 1993682 [514] T. Ha¨ner, D. S. Steiger, ”0.5 Petabyte Simulation of a [502] H.-S. Zhong et al., Quantu"
AbuGhanem - 2024 - Google Quantum AI's Quest for Error-Corrected Quantum Computers.pdf,AbuGhanem,partial,yes,strong,doi-link,40,"2022). [519] Quantum AI team and collaborators, ReCirq, Zenodo, [506] Kishor Bharti, Alba Cervera-Lierta, Thi Ha Kyaw, (Oct. 2020) Available: https://doi.org/10.5281/ze Tobias Haug, Sumner Alperin-Lea, Abhinav Anand, nodo.4091470. Accessed August 15 (2024). Matthias Degroote, Hermanni Heimonen, Jakob S. [520] Our qua"
AbuGhanem - 2024 - Google Quantum AI's Quest for Error-Corrected Quantum Computers.pdf,AbuGhanem,partial,yes,strong,open-source,6,"- ments[144,187–196],achievingsimulationsatacost1/f tion VI). of perfect fidelity ones. The study also eliminates rejec- TensorFlow Quantum (TFQ), an open-source library"
AbuGhanem - 2024 - Google Quantum AI's Quest for Error-Corrected Quantum Computers.pdf,AbuGhanem,partial,yes,strong,mitiq,37,"Hindy, Aaron Robertson, 14, 4058, (2023). Purva Thakre, Nathan Shammah, and William Zeng, [418] Eliott Rosenberg et al., Dynamics of magnetization at Mitiq: Asoftwarepackageforerrormitigationonnoisy infinite temperature in a Heisenberg spin chain, arXiv quantum computers, Quantum 6, 774 (2022). preprint"
AbuGhanem - 2024 - Google Quantum AI's Quest for Error-Corrected Quantum Computers.pdf,AbuGhanem,partial,yes,strong,qiskit,37,"RuslanN.Tazhigulovet al.Simulatingchallengingcor- [405] A. Javadi-Abhari et al. Quantum computing with relatedmoleculesandmaterialsontheSycamorequan- Qiskit, arXiv preprint arXiv:2405.08810 (2024). tum processor, arXiv:2203.15291 (2022). [406] M.AbuGhanem,IBMQuantumComputers: Evolution, [396] Evaluating t"
AbuGhanem - 2024 - Google Quantum AI's Quest for Error-Corrected Quantum Computers.pdf,AbuGhanem,partial,yes,strong,cirq,1,um B. 2014: Defining and detecting quantum processors 16 speedup 3 C. 2015: Quantum hardware design and error VI. Quantum Software 17 correction 4 A. Cirq 17 D. 2016: Quantum algorithms and system B. OpenFermion 20 performance 4 C. TensorFlow Quantum 20 E. 2017: Commercialize quantum technologies D. Qsi
AbuGhanem - 2024 - Google Quantum AI's Quest for Error-Corrected Quantum Computers.pdf,AbuGhanem,partial,yes,strong,cirq,17,"1]. For a more exploration of BoS and Gaussian Boson-Sampling(GBoS)experiments,aswellastheirsig- Boson-Sampling(GBoS)experiments,aswellastheirsig- A. Cirq nificanceinachievingquantumsupremacywithphotonic A. Cirq nificanceinachievingquantumsupremacywithphotonic quantum computers [505], readers are direct"
AbuGhanem - 2024 - Google Quantum AI's Quest for Error-Corrected Quantum Computers.pdf,AbuGhanem,partial,yes,strong,cirq,17,"ling(GBoS)experiments,aswellastheirsig- Boson-Sampling(GBoS)experiments,aswellastheirsig- A. Cirq nificanceinachievingquantumsupremacywithphotonic A. Cirq nificanceinachievingquantumsupremacywithphotonic quantum computers [505], readers are directed to [4, 5]. quantum computers [504], readers are direct"
AbuGhanem - 2024 - Google Quantum AI's Quest for Error-Corrected Quantum Computers.pdf,AbuGhanem,partial,yes,strong,cirq,17,"hievingquantumsupremacywithphotonic quantum computers [505], readers are directed to [4, 5]. quantum computers [504], readers are directed to [4, 5]. Cirq is a Python software library for creating, manip- Figures 9 and 10 offer critical insights into the perfor- Cirq is a Python software library for cre"
AbuGhanem - 2024 - Google Quantum AI's Quest for Error-Corrected Quantum Computers.pdf,AbuGhanem,partial,yes,strong,cirq,17,"04], readers are directed to [4, 5]. Cirq is a Python software library for creating, manip- Figures 9 and 10 offer critical insights into the perfor- Cirq is a Python software library for creating, manip- Figures 9 and 10 offer critical insights into the perfor- ulating, and optimizing quantum circuits"
AbuGhanem - 2024 - Google Quantum AI's Quest for Error-Corrected Quantum Computers.pdf,AbuGhanem,partial,yes,strong,cirq,17,"tribution function (CDF) open-source framework addresses the unique challenges along with the cumulative distribution function (CDF) of NISQ devices. Cirq provides essential tools for work- of various errors [9]. of NISQ devices [1, 2]. Cirq provides essential tools of various errors [9]. ing with NISQ"
AbuGhanem - 2024 - Google Quantum AI's Quest for Error-Corrected Quantum Computers.pdf,AbuGhanem,partial,yes,strong,cirq,17,"th the cumulative distribution function (CDF) of NISQ devices. Cirq provides essential tools for work- of various errors [9]. of NISQ devices [1, 2]. Cirq provides essential tools of various errors [9]. ing with NISQ systems [2, 20, 21], where detailed hard-"
AbuGhanem - 2024 - Google Quantum AI's Quest for Error-Corrected Quantum Computers.pdf,AbuGhanem,partial,yes,strong,cirq,20,"Quantum tailed hardware knowledge is crucial for optimal perfor- 17]. Additionally,Cirqisspecificallytailoredforcrafting mance [15–17]. Additionally, Cirq is specifically tailored innovative quantum algorithms for near-term quantum TTeennssoorrFFllooww QQuuaannttuumm [[223389]]iissaauunniqiquueelilbibra"
AbuGhanem - 2024 - Google Quantum AI's Quest for Error-Corrected Quantum Computers.pdf,AbuGhanem,partial,yes,strong,cirq,20,"p to a Qsimisanadvanced(optimized)quantumcircuitsim- strategies and parameterized ansatz circuits [72] to pre- ulator that seamlessly integrates with Cirq [506], offer- dozen qubits, demonstrating the use of error-mitigation ulator that seamlessly integrates with Cirq [507], offer- pare Hartree-Fock wav"
AbuGhanem - 2024 - Google Quantum AI's Quest for Error-Corrected Quantum Computers.pdf,AbuGhanem,partial,yes,strong,cirq,20,"tor that seamlessly integrates with Cirq [506], offer- dozen qubits, demonstrating the use of error-mitigation ulator that seamlessly integrates with Cirq [507], offer- pare Hartree-Fock wavefunctions [231]. These exper- ing high-performance capabilities. It is a comprehen- strategies and parameterized"
AbuGhanem - 2024 - Google Quantum AI's Quest for Error-Corrected Quantum Computers.pdf,AbuGhanem,partial,yes,strong,cirq,21,".b""i b ""t i "" t i s n zip(inputs, target_bits) if thtoeebxopulonrdeatrhieespootfewnthiaaltoifsqupaonsstiubmlecionmspoultviinnggacnodmppulsehx yield (cirq.X(q) for q, bit in zip(inputs, target_bits) if ptr n ho e eb c l e be s mo sa us r n. y da r r e i s e o s ur o c f es wh a a n t d i c s a p p o a s"
AbuGhanem - 2024 - Google Quantum AI's Quest for Error-Corrected Quantum Computers.pdf,AbuGhanem,partial,yes,strong,cirq,21,"R letOoQ VtuhEee R ry S :(ENA A)p R pol CpyeH trhaAteioL onr G asc OrleeRqt Iuo Tirfl Heidp M tchlWaesIspiT hcaH alsley. rectiurrcnuicti.racpupietnd(cirq.CNOT(inputs[0], inputs[1])) Th 2 e .oc Ofortr ehaec o l fsetaQteuceoi rO nry vr:eosl Apve poCs pnR ldt y hiIne t Qgh f e otloo lo rtw ahc ien le gtta"
AbuGhanem - 2024 - Google Quantum AI's Quest for Error-Corrected Quantum Computers.pdf,AbuGhanem,partial,yes,strong,cirq,21,"iOthpmer[a5t1o6r]:isEanhqaunacnetutmhespearorcbhabailligtyo- amsibplleitustdaetesofustihneg Htaardgaetmasrtdatgeattehsr.ough inversion circuit.append(cirq.measure(*inputs, key='result')) rithmadmespilgitnueddetooffinthdeatasprgeectificstaitteemthfrroomughaninuvnesrosritoend # Initialization phase about"
AbuGhanem - 2024 - Google Quantum AI's Quest for Error-Corrected Quantum Computers.pdf,AbuGhanem,partial,yes,strong,cirq,21,"ddetooffinthdeatasprgeectificstaitteemthfrroomughaninuvnesrosritoend # Initialization phase about the average amplitude. criertcuurint.caiprpceunidt([cirq.X(output), cirq.H(output), data2b.aaOsbeoruawtcilttehheQqauuveaedrrayrga:etiAcapmsppplyleiettduhudepeo.roavcelre tcolaflssipicathlesepahracshe , cirq"
AbuGhanem - 2024 - Google Quantum AI's Quest for Error-Corrected Quantum Computers.pdf,AbuGhanem,partial,yes,strong,cirq,21,"asprgeectificstaitteemthfrroomughaninuvnesrosritoend # Initialization phase about the average amplitude. criertcuurint.caiprpceunidt([cirq.X(output), cirq.H(output), data2b.aaOsbeoruawtcilttehheQqauuveaedrrayrga:etiAcapmsppplyleiettduhudepeo.roavcelre tcolaflssipicathlesepahracshe , cirq.H.on_each(*inpu"
AbuGhanem - 2024 - Google Quantum AI's Quest for Error-Corrected Quantum Computers.pdf,AbuGhanem,partial,yes,strong,cirq,21,"cirq.X(output), cirq.H(output), data2b.aaOsbeoruawtcilttehheQqauuveaedrrayrga:etiAcapmsppplyleiettduhudepeo.roavcelre tcolaflssipicathlesepahracshe , cirq.H.on_each(*inputs)]) → me4t.hModoefsat[hs5ue17rs]et.amtGeenicvoter:nrMeaspeaboslnaudcriken-gtbhotexoqtouhraeancttlauermgfuesnttcastotielounttoioξdn(x"
AbuGhanem - 2024 - Google Quantum AI's Quest for Error-Corrected Quantum Computers.pdf,AbuGhanem,partial,yes,strong,cirq,21,"or unstructured search problems. This caonmepffiacrieednttotoothlefor u(Nns)troupcteurraetdionsesarrcehqupirroedblecmlass.siTcahlliys. circuit.append(cirq.CNOT(inputs[0], inputs[1])) secti4o.nMpreoavsiduerseamdOeenmt:onMsteraastuiroentohfequantuusmingstathteetCoidrqe- circuit.append(cirq.H.on(inputs[1])"
AbuGhanem - 2024 - Google Quantum AI's Quest for Error-Corrected Quantum Computers.pdf,AbuGhanem,partial,yes,strong,cirq,21,"circuit.append(cirq.CNOT(inputs[0], inputs[1])) secti4o.nMpreoavsiduerseamdOeenmt:onMsteraastuiroentohfequantuusmingstathteetCoidrqe- circuit.append(cirq.H.on(inputs[1])) Tsehcetioconrperoofvides aindvemolvoenssttrhaetiofonlloofwGinSgAstuespisn:g the Cirq circuit.append(cirq.X.on_each(*inputs)) framewt"
